"","X..contig","classification","reason","lineage","lineage.scores","superkingdom","phylum","class","order","family","genus","species"
"65784","MG1058_m54329U_210919_100542_81199823_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.61","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"65808","MG1058_m54329U_210919_100542_81265792_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.90;0.90;0.82;0.82","Bacteria: 0.90","Candidatus Marinimicrobia: 0.82",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.82"
"65829","MG1058_m54329U_210919_100542_81267368_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.59","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.59"
"65837","MG1058_m54329U_210919_100542_8127183_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;0.93;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.53"
"65840","MG1058_m54329U_210919_100542_8127348_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.79","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.79"
"65841","MG1058_m54329U_210919_100542_8127540_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.91;0.91;0.91","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"65869","MG1058_m54329U_210919_100542_81331048_ccs","taxid assigned","based on 7/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.93;0.93;0.88;0.88","Bacteria: 0.93","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.88"
"65924","MG1058_m54329U_210919_100542_81398545_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.99;0.92;0.92;0.50","Bacteria: 0.99","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.50"
"65942","MG1058_m54329U_210919_100542_81462851_ccs","taxid assigned","based on 6/8 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.93;0.86;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.86"
"65944","MG1058_m54329U_210919_100542_81463124_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.83;0.83;0.83","Bacteria: 1.00","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.83"
"65946","MG1058_m54329U_210919_100542_81463147_ccs","taxid assigned","based on 16/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65957","MG1058_m54329U_210919_100542_81464137_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65961","MG1058_m54329U_210919_100542_81527234_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.68;0.68","Bacteria: 1.00","Candidatus Marinimicrobia: 0.68",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"65978","MG1058_m54329U_210919_100542_81528325_ccs","taxid assigned","based on 4/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"65995","MG1058_m54329U_210919_100542_81529517_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.90;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"66038","MG1058_m54329U_210919_100542_81660043_ccs","taxid assigned","based on 4/4 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.74;0.74;0.74","Bacteria: 1.00","Candidatus Marinimicrobia: 0.74",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.74"
"66039","MG1058_m54329U_210919_100542_81660166_ccs","taxid assigned","based on 12/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.92;0.78;0.62;0.62","Bacteria: 0.92","Candidatus Marinimicrobia: 0.62",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"66042","MG1058_m54329U_210919_100542_81660314_ccs","taxid assigned","based on 30/31 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.79;0.77;0.73","Bacteria: 1.00","Candidatus Marinimicrobia: 0.77",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.73"
"66051","MG1058_m54329U_210919_100542_81660753_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66052","MG1058_m54329U_210919_100542_81723557_ccs","taxid assigned","based on 12/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;0.96;0.71","Bacteria: 1.00","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.71"
"66066","MG1058_m54329U_210919_100542_81724961_ccs","taxid assigned","based on 7/8 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.88;0.88;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.58"
"66072","MG1058_m54329U_210919_100542_81725634_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.93;0.68;0.68;0.68","Bacteria: 0.93","Candidatus Marinimicrobia: 0.68",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"66075","MG1058_m54329U_210919_100542_81726123_ccs","taxid assigned","based on 16/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66092","MG1058_m54329U_210919_100542_81791610_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66094","MG1058_m54329U_210919_100542_81854824_ccs","taxid assigned","based on 11/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.94;0.81;0.79;0.79","Bacteria: 0.94","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.79"
"66096","MG1058_m54329U_210919_100542_81854911_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.89","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.89"
"66109","MG1058_m54329U_210919_100542_81856064_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.72;0.72;0.56;0.56","Bacteria: 0.72","Candidatus Marinimicrobia: 0.56",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.56"
"66110","MG1058_m54329U_210919_100542_81856194_ccs","taxid assigned","based on 3/3 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"66120","MG1058_m54329U_210919_100542_81920168_ccs","taxid assigned","based on 14/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.78;0.78;0.78","Bacteria: 1.00","Candidatus Marinimicrobia: 0.78",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.78"
"66136","MG1058_m54329U_210919_100542_81922593_ccs","taxid assigned","based on 23/26 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.95;0.95","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.95"
"66146","MG1058_m54329U_210919_100542_8193297_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.79","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.79"
"66151","MG1058_m54329U_210919_100542_8193897_ccs","taxid assigned","based on 20/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.86;0.86;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
"66163","MG1058_m54329U_210919_100542_81985986_ccs","taxid assigned","based on 5/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.64;0.64;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"66166","MG1058_m54329U_210919_100542_81986121_ccs","taxid assigned","based on 10/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.93;0.52;0.52;0.52","Bacteria: 0.93","Candidatus Marinimicrobia: 0.52",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.52"
"66196","MG1058_m54329U_210919_100542_82051362_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.82;0.82;0.82","Bacteria: 1.00","Candidatus Marinimicrobia: 0.82",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.82"
"66201","MG1058_m54329U_210919_100542_82051746_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.90"
"66211","MG1058_m54329U_210919_100542_82053444_ccs","taxid assigned","based on 31/32 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66240","MG1058_m54329U_210919_100542_82119241_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.97;0.83;0.83;0.51","Bacteria: 0.97","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.51"
"66250","MG1058_m54329U_210919_100542_82182865_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.64"
"66253","MG1058_m54329U_210919_100542_82182931_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66281","MG1058_m54329U_210919_100542_82184930_ccs","taxid assigned","based on 16/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.72;0.72;0.72","Bacteria: 0.91","Candidatus Marinimicrobia: 0.72",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.72"
"66308","MG1058_m54329U_210919_100542_82250020_ccs","taxid assigned","based on 2/3 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.56","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.56"
"66320","MG1058_m54329U_210919_100542_82314633_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.99;0.64;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"66352","MG1058_m54329U_210919_100542_82381567_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.78;0.78","Bacteria: 1.00","Candidatus Marinimicrobia: 0.78",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.78"
"66354","MG1058_m54329U_210919_100542_82444426_ccs","taxid assigned","based on 7/15 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.89;0.89;0.52","Bacteria: 0.94","Candidatus Marinimicrobia: 0.89",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"66355","MG1058_m54329U_210919_100542_82444705_ccs","taxid assigned","based on 2/2 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66381","MG1058_m54329U_210919_100542_82447155_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66385","MG1058_m54329U_210919_100542_82510297_ccs","taxid assigned","based on 17/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66390","MG1058_m54329U_210919_100542_82510503_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.93;0.88;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
"66441","MG1058_m54329U_210919_100542_8257775_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"66447","MG1058_m54329U_210919_100542_82578081_ccs","taxid assigned","based on 3/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"66448","MG1058_m54329U_210919_100542_82578096_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.84;0.58;0.58;0.58","Bacteria: 0.84","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.58"
"66456","MG1058_m54329U_210919_100542_8258386_ccs","taxid assigned","based on 7/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.81;0.53;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.53",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"66457","MG1058_m54329U_210919_100542_8258615_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.95;0.95;0.95","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.95"
"66461","MG1058_m54329U_210919_100542_8259075_ccs","taxid assigned","based on 8/12 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.93;0.79;0.79;0.60","Bacteria: 0.93","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.60"
"66492","MG1058_m54329U_210919_100542_82642432_ccs","taxid assigned","based on 18/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.87;0.87;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"66513","MG1058_m54329U_210919_100542_82707122_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.94;0.94;0.63","Bacteria: 0.94","Candidatus Marinimicrobia: 0.94",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.63"
"66517","MG1058_m54329U_210919_100542_82707423_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.77","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.77"
"66534","MG1058_m54329U_210919_100542_82708714_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.80;0.80;0.77","Bacteria: 0.90","Candidatus Marinimicrobia: 0.80",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.77"
"66535","MG1058_m54329U_210919_100542_82708742_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.90;0.90;0.90","Bacteria: 0.90","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"66560","MG1058_m54329U_210919_100542_82773864_ccs","taxid assigned","based on 6/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.95;0.52;0.52;0.52","Bacteria: 0.95","Candidatus Marinimicrobia: 0.52",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"66613","MG1058_m54329U_210919_100542_82905135_ccs","taxid assigned","based on 16/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.77;0.77;0.77","Bacteria: 0.91","Candidatus Marinimicrobia: 0.77",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.77"
"66615","MG1058_m54329U_210919_100542_82905221_ccs","taxid assigned","based on 3/4 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.64;0.64;0.52","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"66617","MG1058_m54329U_210919_100542_82905391_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"66619","MG1058_m54329U_210919_100542_82905547_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.52","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.52"
"66621","MG1058_m54329U_210919_100542_82905881_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.56;0.56;0.56","Bacteria: 1.00","Candidatus Marinimicrobia: 0.56",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.56"
"66624","MG1058_m54329U_210919_100542_82969096_ccs","taxid assigned","based on 28/28 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.95;0.95;0.59","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.59"
"66629","MG1058_m54329U_210919_100542_82969932_ccs","taxid assigned","based on 1/1 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66632","MG1058_m54329U_210919_100542_82970072_ccs","taxid assigned","based on 17/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.93;0.71;0.71;0.71","Bacteria: 0.93","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.71"
"66654","MG1058_m54329U_210919_100542_83034765_ccs","taxid assigned","based on 12/15 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.93;0.93;0.89","Bacteria: 1.00","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.89"
"66676","MG1058_m54329U_210919_100542_83100028_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.96;0.96;0.96","Bacteria: 0.96","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.96"
"66682","MG1058_m54329U_210919_100542_83101069_ccs","taxid assigned","based on 7/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.58"
"66706","MG1058_m54329U_210919_100542_83165324_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.95;0.95;0.74","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.74"
"66723","MG1058_m54329U_210919_100542_83166794_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66726","MG1058_m54329U_210919_100542_83166971_ccs","taxid assigned","based on 25/28 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"66749","MG1058_m54329U_210919_100542_83232177_ccs","taxid assigned","based on 11/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.94;0.94;0.88;0.80","Bacteria: 0.94","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.80"
"66766","MG1058_m54329U_210919_100542_83233582_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.67;0.58;0.58;0.53","Bacteria: 0.67","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.53"
"66771","MG1058_m54329U_210919_100542_8323510_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"66772","MG1058_m54329U_210919_100542_8323606_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66801","MG1058_m54329U_210919_100542_83296919_ccs","taxid assigned","based on 4/4 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.68","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"66819","MG1058_m54329U_210919_100542_83298999_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"66822","MG1058_m54329U_210919_100542_83362052_ccs","taxid assigned","based on 30/34 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.98;0.96;0.70","Bacteria: 0.98","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
