"","gene_callers_id","COG20_FUNCTION","COG20_CATEGORY","COG20_PATHWAY","plasmid"
"1924",107,"NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)","Energy production and conversion",NA,"plasmid1_bin121"
"1925",109,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1926",110,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1927",111,"DNA replication protein DnaC (DnaC) (PDB:2QGZ)","Replication, recombination and repair",NA,"plasmid1_bin121"
"1928",112,"Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1929",113,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1930",114,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1931",115,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1932",116,"DNA replication protein DnaC (DnaC) (PDB:2QGZ)","Replication, recombination and repair",NA,"plasmid1_bin121"
"1933",117,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1934",118,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1935",119,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1936",120,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1937",121,"Uncharacterized conserved protein (PDB:2H1T)","Function unknown",NA,"plasmid1_bin121"
"1938",127,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1939",128,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1940",129,"Transposase and inactivated derivatives, IS30 family (Tra8)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1941",131,"DNA replication protein DnaC (DnaC) (PDB:2QGZ)","Replication, recombination and repair",NA,"plasmid1_bin121"
"1942",132,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1943",133,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1944",135,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid1_bin121"
"1945",136,"Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)","Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only",NA,"plasmid1_bin121"
"1946",137,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid1_bin121"
"1947",138,"ABC-type arginine/histidine transport system, permease component (ArtM)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"1948",139,"ABC-type arginine transport system, permease component (ArtQ)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"1949",140,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)","Amino acid transport and metabolism!!!Signal transduction mechanisms",NA,"plasmid1_bin121"
"1950",141,"ABC-type histidine transport system, ATPase component (HisP) (PDB:1B0U)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"1951",142,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1952",143,"Acetyl esterase/lipase (Aes) (PDB:1EVQ)","Lipid transport and metabolism",NA,"plasmid1_bin121"
"1953",144,"Short-chain dehydrogenase (YqjQ)","General function prediction only",NA,"plasmid1_bin121"
"1954",145,"Ketosteroid isomerase-related protein (YesE) (PDB:1Z1S)","General function prediction only",NA,"plasmid1_bin121"
"1955",146,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains (YbjT) (PDB:5L3Z)","General function prediction only",NA,"plasmid1_bin121"
"1956",147,"Short-chain dehydrogenase (YqjQ)","General function prediction only",NA,"plasmid1_bin121"
"1957",148,"Dienelactone hydrolase (DLH) (PDB:4ZV9)","Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin121"
"1958",149,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1959",150,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1960",152,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1961",153,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1962",154,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1963",155,"Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)","Translation, ribosomal structure and biogenesis","Aminoacyl-tRNA synthetases","plasmid1_bin121"
"1964",156,"Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)","Carbohydrate transport and metabolism","Non-phosphorylated Entner-Doudoroff pathway","plasmid1_bin121"
"1965",157,"Flavodoxin/ferredoxin--NADP reductase (Fpr) (PDB:3OZU)","Energy production and conversion",NA,"plasmid1_bin121"
"1966",158,"Glutathione S-transferase (GstA) (PDB:1A0F)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid1_bin121"
"1967",159,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1968",160,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1969",161,"Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF)","General function prediction only",NA,"plasmid1_bin121"
"1970",162,"Uncharacterized conserved protein, DUF4440 domain (PDB:1TP6)","Function unknown",NA,"plasmid1_bin121"
"1971",163,"Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF)","General function prediction only",NA,"plasmid1_bin121"
"1972",165,"Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module (AbrB) (PDB:2RO5)","Transcription!!!Defense mechanisms",NA,"plasmid1_bin121"
"1973",167,"Anti-sigma factor ChrR, cupin superfamily (ChrR) (PDB:2Q1Z)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1974",168,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid1_bin121"
"1975",169,"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)","Nucleotide transport and metabolism",NA,"plasmid1_bin121"
"1976",170,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid1_bin121"
"1977",171,"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)","Energy production and conversion",NA,"plasmid1_bin121"
"1978",172,"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)","Nucleotide transport and metabolism",NA,"plasmid1_bin121"
"1979",173,"ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)","Nucleotide transport and metabolism",NA,"plasmid1_bin121"
"1980",174,"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1981",175,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1982",176,"Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)","Translation, ribosomal structure and biogenesis","Aminoacyl-tRNA synthetases","plasmid1_bin121"
"1983",179,"Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin121"
"1984",181,"Uncharacterized membrane protein","Function unknown",NA,"plasmid1_bin121"
"1985",182,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1986",183,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1987",184,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1988",185,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid1_bin121"
"1989",186,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1990",187,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid1_bin121"
"1991",188,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1992",189,"Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases (CaiB) (PDB:1P5H)","Lipid transport and metabolism",NA,"plasmid1_bin121"
"1993",190,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1994",191,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1995",192,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1996",193,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1997",194,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1998",195,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1999",196,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2000",197,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2001",198,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2002",199,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2003",200,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2004",201,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2005",203,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid1_bin121"
"2006",204,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid1_bin121"
"2007",205,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"2008",206,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2009",207,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2010",208,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2011",209,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)","General function prediction only",NA,"plasmid1_bin121"
"2012",210,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"2013",211,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid1_bin121"
"2014",212,"Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)","Energy production and conversion",NA,"plasmid1_bin121"
"2015",213,"Transposase (or an inactivated derivative) (IS285)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"2016",214,"Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)","Lipid transport and metabolism!!!General function prediction only","Non-phosphorylated Entner-Doudoroff pathway","plasmid1_bin121"
"2017",215,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid1_bin121"
"2018",216,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid1_bin121"
"2019",217,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"2020",218,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2021",219,"Transposase","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"2022",220,"Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"2023",221,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid1_bin121"
"2024",222,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"2025",223,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"2026",224,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"2027",225,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"2028",226,"RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400)","Translation, ribosomal structure and biogenesis",NA,"plasmid1_bin121"
"2029",227,"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)","Defense mechanisms","Pyrimidine degradation","plasmid1_bin121"
"2030",228,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"2031",229,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid1_bin121"
"2032",230,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)","Amino acid transport and metabolism","Arginine biosynthesis","plasmid1_bin121"
"2033",231,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2034",232,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2035",233,"Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)","General function prediction only",NA,"plasmid1_bin121"
"2036",234,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"2037",235,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)","Replication, recombination and repair",NA,"plasmid1_bin121"
"2038",236,"Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)","Replication, recombination and repair",NA,"plasmid1_bin121"
"2039",237,"Uncharacterized conserved protein","Function unknown",NA,"plasmid1_bin121"
"2040",238,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)","Amino acid transport and metabolism","Arginine biosynthesis","plasmid1_bin121"
"2041",239,"Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)","General function prediction only","Lysine biosynthesis","plasmid1_bin121"
